wavelength_nm,Dark,Light,Transmission,Source,Sample
345.9817242,14.335781249999956,14.335781249999956,14.335781249999956,1.0,1.0
346.19757813789363,34172.406562499884,34172.406562499884,34172.406562499884,1.0,1.0
346.4134211159492,1146.358507690429,1149.7024566650393,1158.2703259277348,3.3439489746103845,11.911818237305852
346.6292531317287,1141.4945819091802,1152.5264135742189,1155.9183618164063,11.03183166503868,14.423779907226162
346.84507418279395,1147.4544909667975,1153.6703961181631,1161.2542803955082,6.215905151365632,13.79978942871071
347.060884266707,1193.0457952880856,1199.3896984863284,1205.5816040039067,6.343903198242742,12.535808715821076
347.2766833810296,1204.5816192626962,1209.7975396728514,1216.2534411621098,5.2159204101551495,11.671821899413544
347.492471523324,1188.1818695068366,1194.9897656249998,1202.6776483154295,6.807896118163171,14.495778808592831
347.7082486911518,1202.7496472167973,1213.6854803466802,1213.3174859619144,10.935833129882894,10.567838745117115
347.92401488207526,1202.8536456298823,1207.8215698242175,1212.7414947509762,4.967924194335183,9.88784912109395
348.139770093656,1194.5657720947265,1206.029597167968,1211.1015197753911,11.463825073241424,16.5357476806646
348.35551432345613,1202.0776574707031,1211.9335070800773,1214.0534747314464,9.855849609374218,11.97581726074327
348.57124756903755,1208.8455541992191,1216.6934344482415,1220.2053808593755,7.84788024902241,11.359826660156386
348.7869698279622,1190.7098309326177,1203.0296429443356,1200.493681640625,12.319812011717886,9.783850708007321
349.002681097792,1195.49375793457,1202.1496563720705,1203.2936389160159,6.655898437500355,7.799880981445767
349.21838137608904,1195.741754150391,1205.9575982666013,1211.9975061035154,10.215844116210292,16.255751953124445
349.434070660415,1187.5018798828132,1203.7496319580075,1208.3655615234384,16.247752075194285,20.863681640625146
349.6497489483319,1205.413606567383,1219.3013946533206,1221.3733630371091,13.887788085937473,15.959756469726017
349.86541623740175,1209.5815429687505,1270.6446112060537,1269.3406311035155,61.06306823730324,59.75908813476508
350.08107252518647,1199.6696942138674,1294.7322436523443,1285.6203826904302,95.06254943847694,85.95068847656285
350.2967178092479,1213.333485717773,1296.3722186279285,1297.4042028808592,83.03873291015543,84.0707171630861
350.5123520871482,1201.0696728515632,1290.0683148193352,1289.748319702148,88.99864196777207,88.67864685058476
350.72797535644906,1213.4294842529303,1304.2920977783197,1292.6922747802732,90.8626135253894,79.26279052734299
350.9435876147125,1200.269685058594,1290.9483013916013,1281.236449584961,90.67861633300731,80.96676452636711
351.1591888595005,1208.1895642089846,1296.4762170410156,1292.5002777099608,88.286652832031,84.31071350097614
351.37477908837496,1201.7816619873054,1289.4523242187504,1285.7563806152345,87.67066223144502,83.97471862792918
351.59035829889785,1225.0773065185551,1310.8599975585948,1304.8680889892582,85.78269104003971,79.7907824707031
351.80592648863103,1198.1177178955074,1292.124283447265,1282.4124316406267,94.0065655517576,84.29471374511922
352.02148365513654,1189.6778466796877,1281.2844488525375,1280.4284619140624,91.60660217284976,90.75061523437466
352.2370297959762,1196.2937457275393,1291.660290527344,1282.6684277343747,95.36654479980461,86.37468200683543
352.45256490871196,1193.813783569336,1285.220388793944,1276.1085278320304,91.40660522460803,82.2947442626944
352.66808899090586,1197.7417236328126,1283.6844122314446,1281.7804412841797,85.942688598632,84.03871765136705
352.8836020401198,1212.1335040283209,1307.3880505371087,1295.7722277832027,95.25454650878783,83.63872375488177
353.09910405391565,1183.4139422607418,1278.2364953613285,1271.3406005859385,94.82255310058667,87.92665832519674
353.3145950298554,1200.5816802978516,1296.508216552734,1283.948408203124,95.92653625488242,83.36672790527246
353.53007496550094,1188.1418701171876,1283.100421142578,1279.324478759765,94.9585510253903,91.1826086425774
353.7455438584143,1204.5096203613268,1300.3241583251956,1292.5322772216807,95.81453796386882,88.02265686035389
353.96100170615733,1195.8457525634767,1287.2363580322256,1278.1724963378904,91.39060546874884,82.32674377441367
354.17644850629205,1209.1415496826176,1307.6200469970709,1294.07625366211,98.4784973144533,84.9347039794925
354.39188425638025,1206.3495922851562,1302.9641180419933,1295.644229736328,96.61452575683711,89.29463745117187
354.607308953984,1212.3575006103513,1311.1719927978513,1299.6041693115224,98.81449218750004,87.24666870117107
354.82272259666513,1187.709876708985,1289.5643225097654,1279.48447631836,101.85444580078047,91.77459960937517
355.0381251819857,1207.2135791015623,1304.5320941162108,1291.700289916992,97.31851501464848,84.48671081542966
355.2535167075076,1200.5416809082037,1300.0521624755863,1296.4202178955074,99.51048156738261,95.87853698730373
355.46889717079273,1223.9813232421877,1329.91570678711,1320.0198577880853,105.93438354492218,96.03853454589762
355.684266569403,1205.0616119384767,1311.2119921875,1298.5481854248048,106.15038024902333,93.4865734863281
355.8996249009004,1210.8935229492188,1320.707847290038,1311.4199890136729,109.81432434081921,100.5264660644541
356.1149721628468,1184.6619232177723,1295.8442266845705,1277.8365014648443,111.1823034667982,93.17457824707208
356.3303083528043,1196.4777429199216,1307.1560540771488,1296.4122180175775,110.6783111572272,99.93447509765588
356.54563346833476,1211.4215148925794,1320.203854980468,1313.6519549560546,108.78234008788854,102.23044006347527
356.76094750699997,1204.7416168212897,1314.1239477539075,1306.676061401367,109.38233093261783,101.9344445800773
356.97625046636205,1203.2376397705084,1318.0118884277342,1306.9240576171878,114.77424865722583,103.68641784667943
357.1915423439828,1200.3096844482423,1316.0599182128908,1306.0200714111334,115.75023376464856,105.7103869628911
357.4068231374243,1197.7337237548838,1315.4359277343751,1305.8760736083993,117.70220397949129,108.1423498535155
357.62209284424836,1216.1334429931649,1330.6436956787102,1319.7638616943364,114.51025268554531,103.6304187011715
357.83735146201695,1201.3896679687493,1320.4438513183595,1306.1720690917975,119.05418334961018,104.7824011230482
358.0525989882921,1205.9335986328124,1326.3717608642585,1318.6598785400397,120.43816223144609,112.72627990722731
358.2678354206356,1204.1176263427733,1328.643726196289,1316.4039129638682,124.52609985351569,112.28628662109486
358.4830607566094,1199.3896984863268,1324.4277905273436,1309.9080120849608,125.03809204101685,110.518313598634
358.6982749937756,1211.589512329101,1349.675405273438,1330.5556970214839,138.08589294433705,118.96618469238297
358.91347812969593,1200.757677612304,1337.8035864257806,1322.4998199462887,137.04590881347667,121.7421423339847
359.1286701619325,1199.4136981201175,1343.9394927978512,1327.6757409667964,144.52579467773376,128.26204284667892
359.34385108804713,1228.717250976562,1373.763037719726,1350.6513903808598,145.04578674316417,121.93413940429787
359.5590209056018,1186.397896728516,1342.4035162353516,1322.8358148193356,156.00561950683573,136.43791809081972
359.77417961215843,1192.6378015136715,1356.7552972412102,1333.339654541017,164.11749572753865,140.70185302734535
359.9893272052789,1203.5576348876955,1380.6349328613278,1355.811311645507,177.0772979736323,152.2536767578115
360.20446368252533,1213.5494824218742,1394.37872314453,1366.019155883788,180.82924072265587,152.46967346191377
360.4195890414596,1202.6456488037104,1392.482752075194,1361.3232275390624,189.83710327148356,158.67757873535197
360.6347032796434,1186.245899047851,1383.5788879394524,1355.0273236083983,197.33298889160142,168.7814245605473
360.84980639463885,1212.8054937744141,1428.6342004394535,1392.2667553710942,215.82870666503936,179.46126159668006
361.06489838400796,1218.6694042968747,1446.089934082031,1406.4665386962881,227.4205297851563,187.79713439941338
361.2799792453126,1194.677770385742,1443.5379730224608,1395.1067120361326,248.8602026367189,200.4289416503907
361.4950489761147,1200.3576837158203,1462.6976806640623,1419.4983398437507,262.33999694824206,219.14065612793047
