wavelength_nm,Dark,Light,Transmission,Source,Sample
345.9817242,14.335781249999895,14.335781249999895,14.335781249999895,1.0,1.0
346.19757813789363,34172.40656250083,34172.40656250083,34172.40656250083,1.0,1.0
346.4134211159492,1127.3063539632171,1142.8083396402992,1155.0250421142593,15.501985677082075,27.718688151042215
346.6292531317287,1125.0032779947921,1140.3159332275372,1150.7939955647773,15.3126552327451,25.79071756998519
346.84507418279395,1126.437922770181,1142.5318994140625,1154.2837200927727,16.093976643881433,27.84579732259158
347.060884266707,1171.1074633789062,1187.4832135009742,1200.9701188151048,16.375750122067984,29.862655436198565
347.2766833810296,1180.434432169594,1197.6599471028628,1212.2935015869127,17.22551493326887,31.85906941731878
347.492471523324,1167.7341815185575,1184.8788087972002,1197.87149943034,17.1446272786427,30.137317911782475
347.7082486911518,1182.2157383219396,1197.850166422527,1212.610830078124,15.634428100587456,30.395091756184456
347.92401488207526,1179.2611167399107,1197.0466231282526,1209.4988775634747,17.7855063883419,30.23776082356403
348.139770093656,1176.4851590983073,1192.726689046226,1206.2002612304684,16.241529947918707,29.715102132161064
348.35551432345613,1179.502890828454,1196.3346339925117,1211.2872947184235,16.831743164057798,31.784403889969553
348.57124756903755,1187.83343037923,1204.7718385823555,1218.4702962239555,16.93840820312539,30.636865844725435
348.7869698279622,1167.805291544596,1184.3357059733094,1197.6279475911495,16.530414428713357,29.822656046553448
349.002681097792,1173.7776448567681,1190.558722127279,1203.6305226643863,16.781077270510877,29.852877807618142
349.21838137608904,1176.3118284098318,1194.3239980061835,1207.1700242106115,18.01216959635167,30.85819580077964
349.434070660415,1172.6505509440085,1190.3640584309896,1202.5389837646455,17.713507486981143,29.888432820637036
349.6497489483319,1186.7925573730472,1204.2829571533225,1217.3280914306636,17.49039978027531,30.53553405761636
349.86541623740175,1188.5463083902998,1255.1888470458955,1229.017690836589,66.64253865559567,40.471382446289226
350.08107252518647,1183.1926123046887,1272.774356486005,1227.706599731444,89.58174418131625,44.51398742675519
350.2967178092479,1190.1125067138644,1280.2666866048169,1236.293135375976,90.15417989095249,46.18062866211153
350.5123520871482,1181.3579736328118,1272.0125903320286,1227.2479400634777,90.65461669921683,45.889966430665936
350.72797535644906,1191.9675895182274,1283.1101987711618,1237.883333333332,91.14260925293434,45.91574381510463
350.9435876147125,1182.516178181964,1273.2703489176436,1229.0399127197247,90.75417073567951,46.523734537760674
351.1591888595005,1189.3702958170563,1279.169814453123,1235.087820434568,89.79951863606675,45.71752461751157
351.37477908837496,1182.4175130208357,1273.916561279298,1228.1945922851576,91.49904825846238,45.777079264321856
351.59035829889785,1201.501666259768,1295.5704530843102,1247.4831868489596,94.06878682454226,45.98152058919163
351.80592648863103,1175.4931742350261,1270.538835042321,1222.971560872397,95.04566080729478,47.47838663737093
352.02148365513654,1171.712787475585,1264.9931418863946,1216.8703206380187,93.28035441080965,45.157533162433765
352.2370297959762,1177.7340289306644,1274.4445532226537,1226.5297288004563,96.71052429198926,48.79569986979186
352.45256490871196,1173.1838761393235,1268.0402065022774,1218.5165177408844,94.85633036295394,45.33264160156091
352.66808899090586,1173.4087615966791,1269.1904111735041,1218.6569600423175,95.78164957682498,45.24819844563831
352.8836020401198,1190.6849424235002,1287.8372377522783,1235.2567067464172,97.15229532877811,44.57176432291703
353.09910405391565,1166.1333170572923,1262.879396362305,1212.3708337402334,96.7460793050127,46.23751668294108
353.3145950298554,1177.5002547200486,1274.4116648356107,1222.7484531656874,96.91141011556215,45.248198445638764
353.53007496550094,1167.3324098714177,1267.0677768961616,1213.13793314616,99.73536702474394,45.80552327474243
353.7455438584143,1183.2868330891902,1280.9653426106784,1228.7830277506482,97.6785095214882,45.49619466145805
353.96100170615733,1170.7368023681672,1268.737973632813,1215.1219028727228,98.00117126464579,44.38510050455557
354.17644850629205,1189.174743245444,1290.2523120117212,1234.734936930337,101.07756876627718,45.560193684892965
354.39188425638025,1185.7250181070972,1285.6203826904264,1232.8380769856783,99.89536458332918,47.113058878581114
354.607308953984,1187.3783262125655,1290.5074192301468,1235.2167073567707,103.12909301758123,47.83838114420519
354.82272259666513,1167.216856079104,1270.5459460449244,1213.5352604166683,103.32908996582046,46.31840433756429
355.0381251819857,1183.5632733154278,1289.5065456136062,1229.6505700683601,105.9432722981785,46.08729675293239
355.2535167075076,1180.323322753908,1286.444370117186,1225.3475246175146,106.12104736327797,45.02420186360655
355.46889717079273,1205.1256109619142,1311.0813275146481,1253.7017586263005,105.95571655273397,48.576147664386326
355.684266569403,1185.0068068440767,1291.460293579101,1232.6994124348955,106.4534867350244,47.69260559081886
355.8996249009004,1193.3160133870426,1300.3028253173866,1240.5339595540347,106.98681193034395,47.21794616699208
356.1149721628468,1165.977763875327,1272.572581787108,1212.3930556233704,106.59481791178109,46.4152917480435
356.3303083528043,1178.3402419026677,1285.5750500488273,1224.5190928141278,107.2348081461596,46.17885091146013
356.54563346833476,1192.8022434488953,1304.2005436197912,1238.6193221028643,111.39830017089594,45.81707865396902
356.76094750699997,1183.914379069009,1296.9437654622416,1230.0016758219417,113.02938639323247,46.087296752932616
356.97625046636205,1185.8841267903647,1300.6957082112633,1233.2025158691426,114.81158142089862,47.318389078777955
357.1915423439828,1179.5482234700546,1294.2860282389329,1224.804421793621,114.73780476887828,45.25619832356642
357.4068231374243,1175.8131693522118,1294.800687052405,1222.4666796875015,118.98751770019317,46.65351033528964
357.62209284424836,1189.751623331701,1311.7862056477877,1236.3580232747418,122.0345823160867,46.60639994304074
357.83735146201695,1179.5997782389322,1303.4689992268877,1227.0008327229825,123.86922098795549,47.40105448405029
358.0525989882921,1186.828112386067,1311.8839819335947,1233.514511108397,125.05586954752766,46.68639872233007
358.2678354206356,1180.0842152913426,1311.361323242187,1228.6301411946615,131.2771079508443,48.5459259033189
358.4830607566094,1177.7331400553367,1310.3035616048198,1226.5777280680322,132.57042154948317,48.84458801269557
358.6982749937756,1192.1524755859375,1330.601918538411,1240.3206294759102,138.44944295247342,48.1681538899727
358.91347812969593,1182.7143973795569,1320.4296293131488,1226.995499471028,137.7152319335919,44.28110209147121
359.1286701619325,1179.5375569661462,1326.1068760172502,1225.1288612874323,146.569319051104,45.59130432128609
359.34385108804713,1204.6340629068989,1355.5357602945949,1251.9133414713538,150.901697387696,47.2792785644549
359.5590209056018,1166.5901989746117,1322.0411602783165,1213.8259226481127,155.45096130370484,47.23572367350107
